
id,headline,source,date
1921145,"Portland driver goes on deadly rampage, Good Samaritans pin suspect down for cops",Fox,01/26/2021
8981893,"Nation’s fifth-largest school district pushing to get students back quickly following rise in suicides, report says",Fox,01/26/2021
1310603,"Tucker: Democrats' sweeping 'For The People Act' would 'enshrine fraud,' as lawmakers seek to stifle dissent",Fox,01/26/2021
5425670,"Biden finally weighs in on impeachment, admits not enough votes to convict",Fox,01/26/2021
4180786,Arizona sheriff pleads with Biden to 'stop the madness' on immigration,Fox,01/26/2021
1841537,Sanders dodges question on whether he'll confirm rival Neera Tanden for OMB: 'I don’t know honestly',Fox,01/26/2021
8339698,"Terms for $1,400 stimulus checks could change, what to know",Fox,01/26/2021
1696260,Minnesota resident reportedly brings more transmissible coronavirus mutation back from Brazil,Fox,01/26/2021
7538806,Republicans say probe of Hunter Biden will loom over Cabinet confirmation,Fox,01/26/2021
2970347,"Fauci once joked about his ‘gov’t’ pay, here’s what he makes",Fox,01/26/2021
6592128,Trump sets up official post-presidency office in Fla. as rumors swirl,Fox,01/26/2021
4794799,CBS places top TV station bosses on leave following accusations,Fox,01/26/2021
9901059,SEE IT: Paul’s interview with ABC’s Stephanopoulos goes viral,Fox,01/26/2021
2857374,Freshman GOP rep. fires back at Twitter troll who mocked her for lack of college degree,Fox,01/26/2021
3273008,Company behind supersonic private jet breaks ground on $300M Florida headquarters,Fox,01/26/2021
3331542,"Tennessee man, 70, eyed in double homicide considered 'armed and dangerous': investigators",Fox,01/26/2021
6895292,Pennsylvania woman accused of stealing Pelosi laptop during Capitol riot covering tracks online: DOJ,Fox,01/26/2021
7359294,'Stop the Steal' speaker seen on video in Capitol riots arrested in Nebraska,Fox,01/26/2021
7778757,FKA Twigs claims Shia LaBeouf set rules during alleged abusive relationship: 'I wouldn't look men in the eye',Fox,01/26/2021
9960499,Marie Osmond reflects on remarrying her first husband,Fox,01/26/2021
3420139,Billie Eilish recalls 'horrible body relationship' that led to her signature baggy clothes style,Fox,01/26/2021
6541876,Airline agrees to stop using 'offensive and inappropriate' advertisements with COVID vaccine imagery,Fox,01/26/2021
2469600,Used car deal? 628 mph Bloodhound LSR rocket car for sale,Fox,01/26/2021
6006547,"Disney to redesign Jungle Cruise ride at theme parks, remove 'negative depictions' of indigenous peoples",Fox,01/26/2021
6125321,Publix recalls popcorn snack over undeclared milk,Fox,01/26/2021
7318287,Pizza Hut debuting new type of pizza due to its 'growing popularity',Fox,01/26/2021
4795247,Target won't sell Thai coconut milk following shocking PETA exposé,Fox,01/26/2021
8789772,"Today's mortgage rates mixed — one key rate rises while another falls | January 26, 2021",Fox,01/26/2021
7651710,"Stocks rise on 3M, J&J results, Microsoft on tap later today",Fox,01/26/2021
4049136,"GE tops free cash flow estimates, provides upbeat 2021 outlook",Fox,01/26/2021
1699647,Carnival canceling more cruises as coronavirus numbers spike,Fox,01/26/2021
6107076,Should I pay off debt before buying a house?,Fox,01/26/2021
1612186,"
Gutfeld on the media going easy on President Biden",Fox,01/26/2021
2113522,"I'm ignoring Biden's 'unity' talk, here's why you should, too",Fox,01/26/2021
8817007,Please hold Dr. Fauci responsible for COVID-19 mistakes,Fox,01/26/2021
828769,Biden and Trump,CNN,01/26/2021
8229984,Republic Day protests,CNN,01/26/2021
4468211,The breakthrough came as GOP leaders were eagerly looking for a way out of a potential crisis ,CNN,01/26/2021
7167835,Schumer navigates landmines from the left and the right ,CNN,01/26/2021
3543271,The Republican Party is at war with itself as it charts its post-Trump future,CNN,01/26/2021
158162,Avlon: Republicans offended by Biden's call for unity,CNN,01/26/2021
3046330,In the nearly 232-year history of the US Senate there have only been 11 Black senators ,CNN,01/26/2021
4156628,Arizona Republicans wrestle with their party's future,CNN,01/26/2021
6759414,Analysis: Did Liz Cheney risk everything to impeach Trump?,CNN,01/26/2021
5656031,Tracking Corporate America's revolt against the Electoral College objectors,CNN,01/26/2021
7615379,Fauci says he was extremely worried by Trump's dangerous disinfectant comment,CNN,01/26/2021
8409399,Biden sets course to tackle America's oldest fault line,CNN,01/26/2021
2109914,Senators to be sworn in for historic Trump impeachment trial ,CNN,01/26/2021
7808373,What we know about Trump's Senate impeachment trial,CNN,01/26/2021
984653,Opinion: Could Trump derail his impeachment trial?,CNN,01/26/2021
5708114,Rubio calls Trump's trial 'stupid.' Keilar rolls the tape,CNN,01/26/2021
6684674,MyPillow CEO Mike Lindell has been banned from Twitter,CNN,01/26/2021
6159813,Author on race: The reverse migration has already begun,CNN,01/26/2021
4896790,Analysis: China is rehearsing for when it overtakes America,CNN,01/26/2021
6448528,'Large and extremely dangerous tornado' rips through Birmingham area,CNN,01/26/2021
1603340,"420,000+ US deaths",CNN,01/26/2021
6854999,Vaccine do's and don'ts,CNN,01/26/2021
9410158,Testing rule for travelers,CNN,01/26/2021
5045302,Choosing a mask,CNN,01/26/2021
4304930,What the West Wing office layout says about the Biden administration,CNN,01/26/2021
4519907,Inmates use AC unit in escape; manhunt underway,CNN,01/26/2021
472382,What swearing says about you,CNN,01/26/2021
3850163,'Jeopardy!' ends in a rare tie-breaker,CNN,01/26/2021
4483231,"Air pollution is linked to an increased risk of irreversible sight loss, study finds",CNN,01/26/2021
3260348,Watch Chris Cuomo's tribute to Larry King,CNN,01/26/2021
3475202,Indian court rules that groping without removing clothes is not sexual assault,CNN,01/26/2021
2941628,Indian farmers ramp up their protest by riding tractors into the capital,CNN,01/26/2021
980193,Kate Hudson opens up about her family ,CNN,01/26/2021
883559,How Biden's dog Major made history ,CNN,01/26/2021
7985504,"Everyday activities are more dangerous now that new Covid-19 variants are circulating, expert says",CNN,01/26/2021
3117131,White people are getting vaccinated at higher rates,CNN,01/26/2021
3608358,The global scramble for vaccines is getting ugly,CNN,01/26/2021
8778157,8 myths about the Covid vaccine -- Dr. Wen explains,CNN,01/26/2021
8943919,New Zealand borders may stay shut,CNN,01/26/2021
7051325,Keilar: Birx admits she knew Trump was looking at BS data and she's telling us ... now,CNN,01/26/2021
2751771,"A year later, remembering Kobe Bryant's impact on all sports",CNN,01/26/2021
136373,Lakers stars still struggle with Bryant's death,CNN,01/26/2021
2604979,Hank Aaron faced racism on and off the field,CNN,01/26/2021
447604,The Soviet flying beast that never really took off,CNN,01/26/2021
2676106,Actress won't act in sex scenes directed by men ,CNN,01/26/2021
9016131,Pizza Hut debuts a new Detroit-style pizza,CNN,01/26/2021
2056300,Trivago CEO's son crashes live CNN interview,CNN,01/26/2021
2270616,The GameStop saga is captivating Wall Street — for good reason,CNN,01/26/2021
5711587,Etsy stock soars because Elon Musk tweets about it,CNN,01/26/2021
6406897,Europe threatens to restrict vaccine exports after AstraZeneca and Pfizer hit production problems,CNN,01/26/2021
788566,Apollo CEO to step down following review of ties to Jeffrey Epstein,CNN,01/26/2021
2168388,46 thoughtful Valentine's Day gifts she'll appreciate ,CNN,01/26/2021
2472678,18 useful products on Amazon helping us reach our 2021 goals,CNN,01/26/2021
6562756,"Today's best sales to shop: Anker, Instant Pot and more",CNN,01/26/2021
1896241,Score AirPods Pro for under $200 at Amazon,CNN,01/26/2021
1106397,50 Valentine's Day gifts your loved ones will actually use,CNN,01/26/2021
5678744,Xbox Live Gold vs. Xbox Game Pass Ultimate: Which should you get?,CNN,01/26/2021
7729000,23 Valentine's Day flowers for everyone you love,CNN,01/26/2021
9073730,We tested nine top-rated hair dryers to find the best for your buck,CNN,01/26/2021
919706,Truff's pasta sauce is one of the best sauces we've ever tasted,CNN,01/26/2021
3753168,Which Microsoft Surfaces are worth the money? We break it down,CNN,01/26/2021
5693934,The Amex Gold Card is effectively paying you to have it this year,CNN,01/26/2021
1181777,The best coupons at Kohl's,CNN,01/26/2021
